user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career,row_type
35c2e1d1,BTech,3,"css, mongodb, react, nodejs",frontend development,AWS Solutions Architect,university,3,web,Full Stack Developer,natural
bcfbb5fd,BSc,2,"sql, python, power bi, data analysis, reporting",business intelligence,Tableau Desktop,online-course,4,data,Data Analyst,natural
df11d30b,BCA,6,"redis, git, sql, python",cloud infrastructure,MongoDB Associate,university,7,web,Backend Developer,natural
367c85c2,BSc,1,"excel, tableau, statistics, power bi",machine learning,Tableau Desktop,self-taught,3,data,Data Analyst,natural
f16f1166,Diploma,2,"wireframing, figma, css",frontend development,Google UX Design,workplace,4,design,UI/UX Designer,natural
bfe826ac,BTech,5,"machine learning, kubernetes, python, deep learning, cybersecurity",devops,TensorFlow Developer,university,7,ml,ML Engineer,noise
ff3c52df,Diploma,7,"machine learning, tensorflow, docker, html",devops,None,self-taught,3,ml,ML Engineer,noise
f5621e3e,BCA,3,"git, rest apis, react native, firebase",mobile development,Apple Swift,workplace,4,mobile,Mobile Developer,natural
1ddd5d5f,BSc,3,"tensorflow, mlflow, deep learning",machine learning,Coursera ML,workplace,4,ml,ML Engineer,natural
cb03da97,BTech,6,"docker, kubernetes, bash, terraform",devops,AWS DevOps,workplace,4,devops,DevOps Engineer,natural
dc6f08eb,MBA,6,"jira, okrs, roadmapping",growth marketing,None,university,4,business,Product Manager,natural
8c25412c,BTech,3,"docker, jenkins, linux, kubernetes",cloud infrastructure,Azure DevOps,university,3,devops,DevOps Engineer,natural
8951bf53,BBA,5,"tensorflow, deep learning, python, kubernetes, docker",machine learning,Coursera ML,self-taught,8,ml,ML Engineer,pivot_t1
21c68879,MBA,4,"excel, ads, digital marketing, google analytics, content writing, sql",product strategy,Google Analytics,workplace,2,marketing,Digital Marketer,natural
5716262f,BCA,0,"linux, javascript, sql, css",devops,Udemy Web Dev,university,2,web,Full Stack Developer,natural
b901e735,BBA,7,"kubernetes, azure, cloud computing, google cloud, networking",backend development,Azure Fundamentals,workplace,7,cloud,Cloud Engineer,pivot_t2
1099b681,BTech,7,"prometheus, jenkins, kubernetes, terraform, python, ci/cd",backend development,None,workplace,4,devops,DevOps Engineer,natural
231c63eb,Diploma,4,"react, sql, mongodb, javascript",backend development,None,self-taught,5,web,Full Stack Developer,pivot_t3
5a128827,BBA,4,"linux, css, sql, typescript, next.js, react",devops,AWS Solutions Architect,online-course,5,web,Full Stack Developer,pivot_t1
51a52e31,BSc,2,"html, typescript, javascript",mobile development,None,university,5,web,Web Developer,natural
7709aa9c,MCA,7,"seo, copywriting, social media, digital marketing, sql",product strategy,None,university,5,marketing,Digital Marketer,noise
0d25d171,BSc,4,"reporting, python, data analysis, sql, statistics, power bi",data engineering,Microsoft Power BI,workplace,4,data,Data Analyst,natural
c0093aef,BBA,6,"seo, digital marketing, sql, ads, content writing, email marketing",growth marketing,HubSpot Marketing,university,6,marketing,Digital Marketer,natural
3793b1b1,Diploma,1,"flutter, dart, react native, kotlin, sql",backend development,Google Associate Android,university,2,mobile,Mobile Developer,natural
89e21b69,BCA,8,"nodejs, java, sql, git, mongodb",backend development,Oracle Java,online-course,8,web,Backend Developer,natural
a048e4ef,BSc,4,"ethical hacking, networking, penetration testing, linux",backend development,None,university,2,security,Cybersecurity Analyst,natural
037d71cf,BBA,3,"design systems, sketch, user research, figma, linux",product strategy,None,university,4,design,UI/UX Designer,noise
05c377c4,BTech,1,"linux, ansible, ci/cd",backend development,None,university,1,devops,DevOps Engineer,natural
c9572db5,MBA,6,"docker, pytorch, sql, feature engineering, python, ci/cd",data engineering,None,online-course,3,ml,ML Engineer,noise
0488702d,BTech,2,"digital marketing, google analytics, seo, excel, content writing, social media",product strategy,Coursera Marketing,self-taught,5,marketing,Digital Marketer,pivot_t2
462d42b9,MBA,4,"numpy, data analysis, sql, r, machine learning",data engineering,IBM Data Science,online-course,5,data,Data Scientist,pivot_t1
7f720921,Diploma,2,"sql, nodejs, redis, postgresql, rest apis",cloud infrastructure,AWS Solutions Architect,online-course,2,web,Backend Developer,pivot_t2
76e422c1,MBA,3,"roadmapping, product management, sql, excel",business intelligence,Coursera PM,workplace,3,business,Product Manager,natural
cff76560,MBA,3,"user research, ui/ux, adobe xd, figma, design systems, product management",ux research,Meta Front-End Developer,self-taught,3,design,UI/UX Designer,pivot_t2
73c3ad65,Diploma,3,"siem, python, networking, ethical hacking",cybersecurity,CEH Ethical Hacking,workplace,3,security,Cybersecurity Analyst,natural
fb1b10dd,Diploma,5,"html, wireframing, user research",frontend development,Interaction Design Foundation,university,3,design,UI/UX Designer,natural
a05ca1e1,BTech,1,"mongodb, sql, postgresql, java, nodejs",cloud infrastructure,None,university,0,none,Backend Developer,natural
c65833be,BSc,1,"nodejs, sql, typescript, next.js, css",devops,Meta Front-End Developer,online-course,1,web,Full Stack Developer,pivot_t2
81c4cf0b,BTech,5,"next.js, css, sql",frontend development,freeCodeCamp,university,3,web,Full Stack Developer,natural
93b5bd8e,BTech,4,"business analysis, power bi, jira, tableau, agile",business intelligence,Scrum Master,workplace,4,business,Business Analyst,pivot_t1
5ff50ced,BTech,5,"ui/ux, design systems, figma, html, wireframing, user research",product strategy,Interaction Design Foundation,online-course,7,design,UI/UX Designer,pivot_t1
dbaab3f2,MCA,6,"sql, react, nodejs, typescript, linux, docker",frontend development,freeCodeCamp,university,4,web,Full Stack Developer,natural
1bd72f77,Diploma,2,"git, react native, kotlin, swift, firebase",frontend development,Flutter Certified,university,5,mobile,Mobile Developer,natural
5ff40ee9,BCA,3,"react, sass, css, figma, html",frontend development,None,online-course,5,web,Web Developer,natural
b930603c,BTech,3,"ansible, ci/cd, git, linux",devops,Google Cloud Professional,university,2,devops,DevOps Engineer,natural
7dce367e,BTech,3,"terraform, docker, aws, kubernetes, bash, ansible",cloud infrastructure,Google Cloud Professional,university,5,devops,DevOps Engineer,natural
e24f1084,BSc,7,"design systems, user research, ui/ux, javascript, prototyping, adobe xd",product strategy,Google UX Design,online-course,6,design,UI/UX Designer,pivot_t1
17074fc3,BBA,0,"digital marketing, excel, copywriting, seo, content writing",growth marketing,None,online-course,0,none,Digital Marketer,natural
4031eaab,BBA,0,"figma, next.js, css, javascript, python",mobile development,None,workplace,1,web,Web Developer,noise
498ca368,MBA,2,"requirements gathering, agile, sql, product management, process mapping, jira",business intelligence,None,workplace,4,business,Business Analyst,natural
4be2a59b,MCA,3,"sql, power bi, machine learning, deep learning, statistics",data engineering,IBM Data Science,workplace,3,data,Data Scientist,natural
5ce3931f,BSc,3,"tableau, excel, sql, pandas",machine learning,None,workplace,4,data,Data Analyst,natural
a193efea,BCA,1,"dart, react native, kotlin",mobile development,None,self-taught,2,mobile,Mobile Developer,natural
eea41ac0,BTech,0,"mongodb, redis, java, rest apis",devops,None,online-course,2,web,Backend Developer,natural
22b4a6da,Diploma,6,"python, nodejs, java, redis, microservices, dart",backend development,Oracle Java,online-course,5,web,Backend Developer,noise
4ae080a2,BTech,6,"prometheus, ansible, terraform, docker, ci/cd",backend development,AWS DevOps,university,4,devops,DevOps Engineer,natural
d46e6fa8,BSc,5,"data analysis, pandas, business analysis, tableau, r, sql",machine learning,Microsoft Power BI,university,5,data,Data Analyst,natural
9972515d,BBA,3,"react native, firebase, android, javascript",backend development,Apple Swift,online-course,3,mobile,Mobile Developer,pivot_t2
7a1f863c,BCA,6,"ethical hacking, cybersecurity, networking, linux, siem",cloud infrastructure,AWS Security,bootcamp,5,security,Cybersecurity Analyst,pivot_t1
01f93459,MBA,3,"process mapping, python, sql, requirements gathering, business analysis",product strategy,Microsoft Power BI,university,2,business,Business Analyst,natural
c78bc984,BCA,1,"pandas, sql, google analytics, excel, nodejs",data engineering,Google Data Analytics,university,1,data,Data Analyst,noise
1f31045e,BSc,1,"tableau, power bi, statistics",machine learning,Tableau Desktop,university,2,data,Data Analyst,natural
6b78a067,Diploma,1,"wireframing, prototyping, user research",frontend development,None,university,3,design,UI/UX Designer,natural
808c52a6,Diploma,3,"linux, bash, ethical hacking, firewall, networking",cloud infrastructure,None,workplace,5,security,Cybersecurity Analyst,natural
ae52befe,BBA,6,"product management, user research, okrs, roadmapping",product strategy,None,university,7,business,Product Manager,natural
fd137339,MCA,6,"prometheus, terraform, docker, kubernetes, ci/cd, git",cloud infrastructure,AWS DevOps,online-course,5,devops,DevOps Engineer,pivot_t1
20a382e1,Diploma,9,"process mapping, excel, agile, business analysis, user research",business intelligence,None,workplace,10,business,Business Analyst,noise
f8d12f59,MCA,5,"python, data analysis, power bi, sql, excel",business intelligence,Google Data Analytics,bootcamp,5,data,Data Analyst,pivot_t1
6c3efb50,Diploma,3,"rest apis, firebase, android, git, flutter",backend development,None,bootcamp,4,mobile,Mobile Developer,pivot_t3
06b23a84,BTech,0,"postgresql, nodejs, sql",devops,MongoDB Associate,university,1,web,Backend Developer,natural
ba400e07,BTech,2,"machine learning, tensorflow, deep learning, kubernetes",machine learning,DeepLearning.AI,bootcamp,5,ml,ML Engineer,natural
e921d697,BCA,0,"nodejs, mongodb, html, react",backend development,freeCodeCamp,university,3,web,Full Stack Developer,natural
d00da5c8,BBA,1,"seo, ads, google analytics, digital marketing",business intelligence,None,workplace,0,none,Digital Marketer,natural
47b36427,Diploma,4,"ci/cd, kubernetes, terraform, jenkins, docker",devops,None,online-course,4,devops,DevOps Engineer,pivot_t2
7e25c9dd,BCA,3,"flutter, git, javascript, swift, rest apis",backend development,Udemy Mobile Dev,university,3,mobile,Mobile Developer,natural
41d9ba37,BSc,1,"pytorch, tensorflow, python, kubernetes, docker",data engineering,None,university,3,ml,ML Engineer,natural
6ef2df2a,BBA,5,"product management, jira, user research, agile",growth marketing,Product School PM,university,5,business,Product Manager,natural
218279f0,MBA,3,"linux, mlflow, tensorflow, pytorch, kubernetes, dart",devops,None,online-course,5,ml,ML Engineer,noise
0c3a91c8,MCA,0,"rest apis, python, sql, redis, css",devops,None,bootcamp,1,web,Backend Developer,noise
f49a8e00,BCA,6,"terraform, docker, bash, ci/cd, linux, jenkins",devops,None,self-taught,3,devops,DevOps Engineer,pivot_t2
e866574e,BBA,5,"jira, requirements gathering, process mapping, agile",product strategy,CBAP,university,7,business,Business Analyst,natural
2b90eb0d,MCA,6,"microservices, nodejs, docker, python",cloud infrastructure,None,workplace,4,web,Backend Developer,natural
e9e89ce4,BTech,3,"docker, rest apis, mongodb, java",cloud infrastructure,Oracle Java,university,2,web,Backend Developer,natural
4c714a4b,Diploma,3,"seo, email marketing, social media, digital marketing, terraform",growth marketing,Google Analytics,university,5,marketing,Digital Marketer,noise
5c176a3b,Diploma,1,"python, pandas, machine learning, sql",data engineering,IBM Data Science,workplace,1,data,Data Scientist,pivot_t2
3a0bf4bc,MBA,7,"terraform, kubernetes, ci/cd, jenkins, prometheus, cloud computing",devops,None,bootcamp,4,devops,DevOps Engineer,noise
4a3a6c1d,BTech,4,"sql, mlflow, tensorflow, python, deep learning",devops,TensorFlow Developer,university,5,ml,ML Engineer,natural
6e37b249,BTech,3,"jenkins, docker, kubernetes",devops,AWS DevOps,workplace,2,devops,DevOps Engineer,natural
e5e96ad8,MCA,9,"email marketing, digital marketing, content writing, sql, excel, seo",business intelligence,Coursera Marketing,workplace,6,marketing,Digital Marketer,pivot_t2
38ed1b0c,MCA,5,"aws, kubernetes, networking, google cloud",devops,None,self-taught,4,cloud,Cloud Engineer,natural
c42c3b54,Diploma,4,"javascript, swift, kotlin, react native, flutter",frontend development,Flutter Certified,university,4,mobile,Mobile Developer,natural
d76413b5,BBA,1,"content writing, excel, digital marketing, social media",growth marketing,None,workplace,1,marketing,Digital Marketer,natural
55bb24fb,MBA,4,"user research, figma, product management, design systems, adobe xd, ui/ux, html",product strategy,Google UX Design,university,7,design,UI/UX Designer,pivot_t1
ea822b42,Diploma,4,"webpack, sass, react, css",frontend development,Udemy Web Dev,workplace,2,web,Web Developer,natural
4b1c067d,BCA,6,"nodejs, react, javascript, mongodb",frontend development,None,online-course,5,web,Full Stack Developer,natural
2eb001f4,BSc,5,"sql, tableau, statistics, python",data engineering,None,university,3,data,Data Scientist,natural
9623ba9d,BSc,4,"jira, sql, power bi, tableau, business analysis, excel",product strategy,PMP,bootcamp,6,business,Business Analyst,pivot_t1
b1ab3790,BTech,6,"figma, html, javascript, css, react",frontend development,Udemy Web Dev,university,9,web,Web Developer,pivot_t1
42836863,BCA,4,"postgresql, microservices, rest apis, python, java",backend development,None,university,3,web,Backend Developer,natural
fb37270a,BCA,8,"email marketing, seo, copywriting, digital marketing, jira",growth marketing,Google Analytics,online-course,9,marketing,Digital Marketer,noise
39c7b7da,MBA,6,"content writing, excel, seo, digital marketing",product strategy,None,university,7,marketing,Digital Marketer,natural
7570ca37,BTech,4,"sql, mongodb, html, css, git, typescript, tensorflow",backend development,Udemy Web Dev,bootcamp,5,web,Full Stack Developer,noise
6f5231bc,BSc,4,"ansible, kubernetes, cloud computing, aws",cloud infrastructure,Azure Fundamentals,bootcamp,6,cloud,Cloud Engineer,pivot_t1
9a3d0a1f,BTech,3,"python, terraform, ci/cd, ansible",cloud infrastructure,AWS DevOps,online-course,3,devops,DevOps Engineer,natural
f1912817,BSc,2,"pytorch, docker, linux, python",data engineering,Coursera ML,university,5,ml,ML Engineer,natural
95678c4a,MCA,6,"power bi, excel, agile, sql",business intelligence,None,online-course,6,business,Business Analyst,pivot_t2
